Accession	Organism	Kingdom	Sequence length	SP cleavage	transmembrane_term
A1CWT6	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181)	Fungi	488	False	False
E9DVV4	Metarhizium acridum (strain CQMa 102)	Fungi	484	False	False
Q5ZLR5	Gallus gallus	Metazoa	272	False	False
Q7S4I4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	493	False	False
O14122	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	734	False	False
O94679	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1158	False	False
P06350	Oncorhynchus mykiss	Metazoa	207	False	False
P41003	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1172	False	False
P41004	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1324	False	False
A2XKG2	Oryza sativa subsp. indica	Viridiplantae	472	False	False
O74791	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	470	False	False
O94436	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False	False
P35551	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	305	False	False
P87115	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1033	False	False
Q9FYS5	Zea mays	Viridiplantae	193	False	False
Q9P7M3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	271	False	False
P12682	Sus scrofa	Metazoa	215	False	False
Q4QEZ7	Leishmania major	Discoba	175	False	False
D7PC76	Tursiops truncatus	Metazoa	741	False	False
P18434	Sus scrofa	Metazoa	290	False	False
P31597	Oryctolagus cuniculus	Metazoa	524	False	True
P46896	Gallus gallus	Metazoa	490	False	False
Q28677	Oryctolagus cuniculus	Metazoa	1085	False	False
Q7YQK3	Oryctolagus cuniculus	Metazoa	529	False	False
Q7YQK4	Oryctolagus cuniculus	Metazoa	503	False	True
Q8GSG4	Medicago truncatula	Viridiplantae	528	False	False
Q8IJH8	Plasmodium falciparum (isolate 3D7)	Sar	275	False	False
S7VVK4	Toxoplasma gondii (strain ATCC 50853 / GT1)	Sar	4367	False	False
E4NKF8	Medicago truncatula	Viridiplantae	694	False	False
E9RBG1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	1497	False	False
J9VTB0	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	2106	False	False
O57579	Gallus gallus	Metazoa	972	False	False
P04274	Mesocricetus auratus	Metazoa	418	False	False
P30803	Canis lupus familiaris	Metazoa	1265	False	False
P36606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	False	True
Q5ANA3	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	1501	False	False
Q6FK23	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	1499	False	False
Q6TA49	Sus scrofa	Metazoa	289	False	True
Q9GTP4	Crithidia fasciculata	Discoba	502	False	True
Q0QF01	Sus scrofa	Metazoa	664	False	False
O74910	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638	False	False
Q10429	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	875	False	False
Q75VN4	Zhangixalus schlegelii	Metazoa	126	False	False
Q9Y7R3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	742	False	False
Q9YHY6	Xenopus laevis	Metazoa	1364	False	False
Q10223	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	431	False	False
A0FKN5	Gallus gallus	Metazoa	742	False	False
O74208	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	1542	False	False
P15145	Sus scrofa	Metazoa	963	False	False
P18597	Oryctolagus cuniculus	Metazoa	291	False	False
P30804	Canis lupus familiaris	Metazoa	1165	False	False
Q4X006	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	1499	False	False
Q5ABU7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	564	False	False
Q6RX08	Oryctolagus cuniculus	Metazoa	842	False	False
Q8I266	Plasmodium falciparum (isolate 3D7)	Sar	1470	False	True
Q8MUM2	Toxoplasma gondii	Sar	568	False	True
Q9MZT1	Canis lupus familiaris	Metazoa	976	False	False
Q9YHT2	Gallus gallus	Metazoa	290	False	False
Q9USR4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	125	False	False
A0A143ZZK9	Plasmodium falciparum (isolate 3D7)	Sar	1264	False	False
A0A509AHB6	Plasmodium berghei (strain Anka)	Sar	523	False	False
D3GE74	Medicago truncatula	Viridiplantae	817	False	False
P22739	Xenopus laevis	Metazoa	499	False	False
Q8IDM6	Plasmodium falciparum (isolate 3D7)	Sar	422	False	True
Q9TUP7	Canis lupus familiaris	Metazoa	444	False	False
S5ZH89	Musa acuminata	Viridiplantae	286	False	False
S8EZA7	Toxoplasma gondii (strain ATCC 50611 / Me49)	Sar	534	False	True
A0A509APT1	Plasmodium berghei (strain Anka)	Sar	258	False	True
A9YWR6	Medicago truncatula	Viridiplantae	727	False	False
E2RDM9	Canis lupus familiaris	Metazoa	172	False	True
I6VSD2	Capra hircus	Metazoa	224	False	True
J9VXM5	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	1421	False	False
P36381	Gallus gallus	Metazoa	400	False	True
P60588	Sus scrofa	Metazoa	285	False	True
Q7KWJ5	Plasmodium falciparum (isolate 3D7)	Sar	504	False	True
Q7XB51	Physcomitrium patens	Viridiplantae	967	False	True
Q8IBS5	Plasmodium falciparum (isolate 3D7)	Sar	528	False	False
Q9XSZ4	Oryctolagus cuniculus	Metazoa	1079	False	False
P61074	Plasmodium falciparum (isolate 3D7)	Sar	274	False	False
Q9C115	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150	False	False
P51142	Xenopus laevis	Metazoa	736	False	False
A0A509AQ68	Plasmodium berghei (strain Anka)	Sar	446	False	False
Q9P7V9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	585	False	False
Q9YHT1	Gallus gallus	Metazoa	665	False	False
O73932	Xenopus laevis	Metazoa	594	False	False
O13339	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	988	False	False
O13816	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	962	False	False
O13988	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	555	False	False
P0CH07	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	128	False	False
P14732	Gallus gallus	Metazoa	600	False	False
Q9UT23	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834	False	False
Q9Y812	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	120	False	False
Q76NL8	Plasmodium falciparum (isolate 3D7)	Sar	1193	False	False
P32260	Spinacia oleracea	Viridiplantae	383	False	False
G4N7S6	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	468	False	False
O57526	Xenopus laevis	Metazoa	593	False	False
Q28618	Oryctolagus cuniculus	Metazoa	324	False	False
O14246	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508	False	False
O93309	Xenopus laevis	Metazoa	1209	False	False
Q96TL7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	693	False	False
Q9HGM8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695	False	False
Q9W6V6	Gallus gallus	Metazoa	2705	False	False
P87320	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	903	False	True
B6ZLK2	Gallus gallus	Metazoa	1719	False	False
O43068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421	False	False
O74405	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381	False	False
O93308	Xenopus laevis	Metazoa	1232	False	False
P14731	Gallus gallus	Metazoa	584	False	False
P87227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	672	False	False
Q23794	Chironomus tentans	Metazoa	99	False	False
Q24849	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Amoebozoa	601	False	False
Q9DGN1	Xenopus laevis	Metazoa	1265	False	False
Q9HFF5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1205	False	False
Q9HGP5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	268	False	False
Q9P7A0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	319	False	False
A0A1S4FPC9	Aedes aegypti	Metazoa	3364	False	False
A0A498JQK2	Malus domestica	Viridiplantae	214	False	False
P28829	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	659	False	False
Q09081	Oryctolagus cuniculus	Metazoa	499	False	False
Q9YGC1	Gallus gallus	Metazoa	552	False	False
O13601	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	494	False	False
O94374	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	539	False	False
P29549	Sterkiella nova	Sar	495	False	False
P30776	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	628	False	False
Q57V41	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Discoba	351	False	False
Q5ABZ2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	534	False	False
Q9NLA3	Patiria pectinifera	Metazoa	346	False	False
Q9URT4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	697	False	False
O43070	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613	False	False
O94487	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	624	False	False
Q6GLP4	Xenopus laevis	Metazoa	391	False	False
Q9DED4	Xenopus laevis	Metazoa	166	False	False
Q9UU96	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736	False	False
Q10133	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	200	False	False
Q10287	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1729	False	False
Q6TEC1	Xenopus laevis	Metazoa	212	False	False
O13928	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	205	False	False
Q09914	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	202	False	False
B8XX90	Sus scrofa	Metazoa	378	False	False
P82933	Homo sapiens	Metazoa	396	False	False
Q7Z7F7	Homo sapiens	Metazoa	128	False	False
Q8IW03	Homo sapiens	Metazoa	269	False	False
Q9BYD2	Homo sapiens	Metazoa	267	False	False
Q9NVS2	Homo sapiens	Metazoa	196	False	False
Q9NX20	Homo sapiens	Metazoa	251	False	False
Q9P015	Homo sapiens	Metazoa	296	False	False
Q9P0J6	Homo sapiens	Metazoa	103	False	False
Q9Y2R5	Homo sapiens	Metazoa	130	False	False
O23813	Zea mays	Viridiplantae	635	False	False
Q9URU2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1397	False	False
Q71BG9	Solanum lycopersicum	Viridiplantae	861	False	False
Q91821	Xenopus laevis	Metazoa	651	False	False
Q75NZ0	Pisum sativum	Viridiplantae	685	False	False
O75394	Homo sapiens	Metazoa	65	False	False
P49406	Homo sapiens	Metazoa	292	False	False
P82675	Homo sapiens	Metazoa	430	False	False
Q5HYI7	Homo sapiens	Metazoa	312	False	False
Q8WV60	Homo sapiens	Metazoa	388	False	False
Q9BZE1	Homo sapiens	Metazoa	423	False	False
Q9NP92	Homo sapiens	Metazoa	439	False	False
O74504	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	791	False	False
P23791	Oryctolagus cuniculus	Metazoa	816	False	False
P26362	Squalus acanthias	Metazoa	1492	False	False
P53988	Mesocricetus auratus	Metazoa	484	False	False
Q03064	Cricetulus longicaudatus	Metazoa	494	False	False
O02662	Canis lupus familiaris	Metazoa	405	False	False
Q9XF59	Zea mays	Viridiplantae	289	False	False
O15235	Homo sapiens	Metazoa	138	False	False
Q4U2R6	Homo sapiens	Metazoa	128	False	False
Q5T653	Homo sapiens	Metazoa	305	False	False
Q6IPR1	Homo sapiens	Metazoa	90	False	False
Q7Z2W9	Homo sapiens	Metazoa	205	False	False
Q8N5N7	Homo sapiens	Metazoa	158	False	False
Q9BYN8	Homo sapiens	Metazoa	205	False	False
Q9NYJ1	Homo sapiens	Metazoa	87	False	False
Q9P0M9	Homo sapiens	Metazoa	148	False	False
O13801	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596	False	False
Q8IJN7	Plasmodium falciparum (isolate 3D7)	Sar	446	False	False
H1AFJ5	Neoceratodus forsteri	Metazoa	655	False	False
P27112	Oryctolagus cuniculus	Metazoa	1035	False	False
Q4W8A3	Macaca fascicularis	Metazoa	550	False	True
O13853	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	742	False	False
A0A6P3HVI0	Bison bison bison	Metazoa	535	False	False
Q1XA76	Gallus gallus	Metazoa	527	False	True
Q9XF58	Zea mays	Viridiplantae	285	False	False
O59790	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	355	False	False
Q10430	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	238	False	False
A1L188	Homo sapiens	Metazoa	74	False	False
P09001	Homo sapiens	Metazoa	348	False	False
P82663	Homo sapiens	Metazoa	173	False	False
P82912	Homo sapiens	Metazoa	194	False	False
Q6P1L8	Homo sapiens	Metazoa	145	False	False
Q96A35	Homo sapiens	Metazoa	216	False	False
Q9BYC2	Homo sapiens	Metazoa	517	False	False
Q9BYC9	Homo sapiens	Metazoa	149	False	False
Q9BYD1	Homo sapiens	Metazoa	178	False	False
Q9BYD3	Homo sapiens	Metazoa	311	False	False
Q9Y3D5	Homo sapiens	Metazoa	142	False	False
A9JTM7	Xenopus tropicalis	Metazoa	681	False	False
H6CAN5	Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656)	Fungi	1885	False	False
P18871	Sus scrofa	Metazoa	465	False	False
P79960	Xenopus laevis	Metazoa	362	False	False
Q07307	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	574	False	True
Q90X64	Xenopus laevis	Metazoa	521	False	False
Q92341	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	630	False	True
Q948T9	Solanum tuberosum	Viridiplantae	867	False	False
O13795	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	402	False	False
Q8IAX8	Plasmodium falciparum (isolate 3D7)	Sar	248	False	False
D0E0C2	Periplaneta americana	Metazoa	1553	False	False
P15381	Oryctolagus cuniculus	Metazoa	2171	False	False
P19156	Sus scrofa	Metazoa	1034	False	False
B0F9W3	Micropogonias undulatus	Metazoa	354	False	False
O57321	Ambystoma tigrinum	Metazoa	543	False	False
P17124	Canis lupus familiaris	Metazoa	359	False	False
Q8TGV2	Exophiala dermatitidis	Fungi	1885	False	False
Q9TV66	Oryctolagus cuniculus	Metazoa	1175	False	False
B6V8E6	Canis lupus familiaris	Metazoa	781	False	False
P0DW16	Sus scrofa	Metazoa	1223	False	False
P50258	Physarum polycephalum	Amoebozoa	450	False	False
P78929	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	137	False	False
Q40541	Nicotiana tabacum	Viridiplantae	690	False	False
P79005	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663	False	False
Q8IJX8	Plasmodium falciparum (isolate 3D7)	Sar	107	False	False
Q9WUM7	Mesocricetus auratus	Metazoa	1168	False	False
Q09814	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239	False	False
A0A8P0N4K0	Canis lupus familiaris	Metazoa	1614	False	False
Q8MMZ7	Toxoplasma gondii	Sar	994	False	False
Q9DER5	Gallus gallus	Metazoa	2802	False	False
P56277	Homo sapiens	Metazoa	68	False	False
P82921	Homo sapiens	Metazoa	87	False	False
Q8TCC3	Homo sapiens	Metazoa	161	False	False
Q96GC5	Homo sapiens	Metazoa	212	False	False
Q96HJ9	Homo sapiens	Metazoa	113	False	False
Q9BQC6	Homo sapiens	Metazoa	102	False	False
Q9HD33	Homo sapiens	Metazoa	250	False	False
Q9Y2Q9	Homo sapiens	Metazoa	187	False	False
O13881	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	537	False	False
O74808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1238	False	False
P56523	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	687	False	False
Q8IE47	Plasmodium falciparum (isolate 3D7)	Sar	273	False	False
O77389	Plasmodium falciparum (isolate 3D7)	Sar	309	False	True
O13281	Emericella nidulans	Fungi	1852	False	False
Q00757	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	916	False	False
Q9P793	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1418	False	False
O59757	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1364	False	False
O59767	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	310	False	False
Q10198	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	624	False	False
Q8S950	Nicotiana tabacum	Viridiplantae	959	False	False
Q9US26	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	351	False	False
Q8I6Z7	Plasmodium falciparum (isolate 3D7)	Sar	1139	False	False
Q9NR77	Homo sapiens	Metazoa	195	False	True
E1BSW7	Gallus gallus	Metazoa	139	False	False
O94751	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1044	False	False
Q9UTI4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	172	False	False
G5EB74	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	1852	False	False
Q00944	Gallus gallus	Metazoa	1053	False	False
Q9YGL6	Gallus gallus	Metazoa	386	False	False
O24370	Solanum tuberosum	Viridiplantae	899	False	False
O94640	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	475	False	False
Q10432	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735	False	False
Q8I615	Plasmodium falciparum (isolate 3D7)	Sar	1189	False	False
Q9UTK4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1807	False	False
P0DJH6	Gallus gallus	Metazoa	76	False	False
Q9URZ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	587	False	False
P24345	Zea mays	Viridiplantae	359	False	False
Q95216	Oryctolagus cuniculus	Metazoa	1005	False	False
O24371	Solanum tuberosum	Viridiplantae	914	False	False
O13684	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261	False	False
O14310	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	933	False	False
Q9UTK5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1727	False	False
A0A8C0NGY6	Canis lupus familiaris	Metazoa	506	False	False
A0A076FFM5	Ocimum basilicum	Viridiplantae	523	False	False
O59740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	522	False	False
Q09690	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1087	False	False
Q96WV2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	339	False	False
Q9BG98	Oryctolagus cuniculus	Metazoa	1179	False	False
Q6J8I9	Ovis aries	Metazoa	263	False	False
O42860	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	320	False	False
O74434	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	626	False	False
O42998	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1919	False	False
Q7SZL5	Xenopus laevis	Metazoa	1338	False	False
Q4WIN1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	988	False	False
O74475	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1955	False	False
Q9JKQ2	Meriones unguiculatus	Metazoa	744	False	False
Q9XSM3	Oryctolagus cuniculus	Metazoa	730	False	False
P19518	Oryctolagus cuniculus	Metazoa	222	False	True
P06003	Spinacia oleracea	Viridiplantae	473	False	True
P06585	Pisum sativum	Viridiplantae	353	False	True
P22666	Chlamydomonas reinhardtii	Viridiplantae	88	False	True
P26526	Chlamydomonas reinhardtii	Viridiplantae	508	False	False
Q10099	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	339	False	False
O20250	Spinacia oleracea	Viridiplantae	741	False	False
O14318	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295	False	False
O74354	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	599	False	False
O94244	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	430	False	False
P48010	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	464	False	False
O14079	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	624	False	False
O94547	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	580	False	False
Q8ISM1	Giardia intestinalis	Metamonada	755	False	False
P78953	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920	False	False
P06006	Pisum sativum	Viridiplantae	353	False	True
P48183	Zea mays	Viridiplantae	353	False	True
B6RAL1	Penicillium expansum	Fungi	1394	False	False
Q5ALV2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	1257	False	False
P30997	Gallus gallus	Metazoa	906	False	False
O14227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1215	False	False
O74957	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834	False	False
Q9P802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194	False	False
Q8IHY1	Plasmodium falciparum (isolate 3D7)	Sar	4226	False	False
P79171	Felis catus	Metazoa	967	False	False
P05146	Spinacia oleracea	Viridiplantae	73	False	True
Q43157	Spinacia oleracea	Viridiplantae	285	False	False
Q76NM7	Plasmodium falciparum (isolate 3D7)	Sar	207	False	False
Q9UT18	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	591	False	False
P78963	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	625	False	False
E7FKV8	Oryzias latipes	Metazoa	2742	False	False
O14031	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	851	False	False
O74369	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424	False	False
O60165	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	428	False	False
Q7RA60	Plasmodium yoelii yoelii	Sar	444	False	False
A0A2I0BVG8	Plasmodium falciparum (isolate NF54)	Sar	524	False	False
Q41009	Pisum sativum	Viridiplantae	310	False	False
P12333	Spinacia oleracea	Viridiplantae	267	False	False
P27490	Pisum sativum	Viridiplantae	268	False	False
