Accession	Organism	Kingdom	Sequence length	transmembrane_term
Q9Z262	219	Mus musculus	Metazoa	True
P11490	171	Arabidopsis thaliana	Viridiplantae	False
O82775	256	Arabidopsis thaliana	Viridiplantae	False
Q9M812	156	Arabidopsis thaliana	Viridiplantae	True
Q41932	230	Arabidopsis thaliana	Viridiplantae	False
Q8L7E5	703	Arabidopsis thaliana	Viridiplantae	False
F4I1G5	226	Arabidopsis thaliana	Viridiplantae	True
Q94AL8	225	Arabidopsis thaliana	Viridiplantae	True
Q9SHE8	221	Arabidopsis thaliana	Viridiplantae	False
Q9SVC4	64	Arabidopsis thaliana	Viridiplantae	True
P53062	197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	True
Q12066	484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q06315	1026	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q8GZ79	274	Arabidopsis thaliana	Viridiplantae	False
Q9ZVL6	285	Arabidopsis thaliana	Viridiplantae	False
P0C219	858	Rattus norvegicus	Metazoa	False
Q94AV5	459	Arabidopsis thaliana	Viridiplantae	False
P53903	129	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	True
Q03760	334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q1RMW2	414	Bos taurus	Metazoa	True
Q8RWD5	577	Arabidopsis thaliana	Viridiplantae	False
Q9CQ79	226	Mus musculus	Metazoa	False
Q9JKT3	297	Mus musculus	Metazoa	False
Q8K0U3	198	Mus musculus	Metazoa	True
Q6PCP7	798	Mus musculus	Metazoa	False
Q03281	663	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q0EEE2	906	Mus musculus	Metazoa	False
O55227	259	Rattus norvegicus	Metazoa	True
Q9DAM9	344	Mus musculus	Metazoa	False
Q03707	834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P36169	355	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P97376	258	Mus musculus	Metazoa	False
A0A2R8VHF7	171	Mus musculus	Metazoa	True
P51177	204	Bos taurus	Metazoa	False
Q9CQT6	229	Mus musculus	Metazoa	False
Q68FR2	507	Rattus norvegicus	Metazoa	False
D3Z6Q9	489	Mus musculus	Metazoa	False
P91853	356	Caenorhabditis elegans	Metazoa	False
P35183	429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P40532	138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	True
P69682	277	Rattus norvegicus	Metazoa	False
Q7TSY2	247	Rattus norvegicus	Metazoa	True
D4AEP3	194	Rattus norvegicus	Metazoa	True
C4M1E4	1153	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Amoebozoa	False
P78917	550	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q4WXF4	471	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	False
Q8W2N5	478	Nicotiana tabacum	Viridiplantae	False
P91027	338	Caenorhabditis elegans	Metazoa	False
Q9C865	439	Arabidopsis thaliana	Viridiplantae	False
O23140	438	Arabidopsis thaliana	Viridiplantae	False
A0A2K5X3B6	302	Macaca fascicularis	Metazoa	False
A8IXB8	362	Chlamydomonas reinhardtii	Viridiplantae	False
C4LY96	1151	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Amoebozoa	False
P0C2X8	363	Xenopus laevis	Metazoa	False
P50161	262	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	False
P56288	458	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q09130	446	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q9JKD3	235	Mus musculus	Metazoa	True
C4R6F0	455	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	False
A8JGB0	777	Chlamydomonas reinhardtii	Viridiplantae	False
B6HLU0	331	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	False
C6KT66	527	Plasmodium falciparum (isolate 3D7)	Sar	False
Q9SNX8	496	Apium graveolens	Viridiplantae	False
B4FUP5	253	Zea mays	Viridiplantae	False
E9AGH7	365	Leishmania infantum	Discoba	False
P08703	331	Penicillium chrysogenum	Fungi	False
P56286	306	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q09924	467	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q92262	455	Komagataella pastoris	Fungi	False
A0A0B5KU17	2190	Penicillium brevicompactum	Fungi	False
P0CV94	519	Fragaria ananassa	Viridiplantae	False
P56287	678	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q95PA1	152	Doryteuthis pealeii	Metazoa	False
Q9UT76	393	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
C4R3D4	461	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	False
B5DFK7	320	Rattus norvegicus	Metazoa	False
U9W802	307	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
G4LTX4	375	Castanea sativa	Viridiplantae	False
P14292	167	Candida boidinii	Fungi	False
A7XN92	842	Zea mays	Viridiplantae	False
I7GPX8	595	Toona sinensis	Viridiplantae	False
J9VP29	331	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	False
P11183	164	Gallus gallus	Metazoa	False
P11943	134	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
P16048	165	Pisum sativum	Viridiplantae	False
P49364	408	Pisum sativum	Viridiplantae	False
P80021	553	Sus scrofa	Metazoa	False
Q07511	381	Solanum tuberosum	Viridiplantae	False
Q1K8F6	712	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
Q584U2	267	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Discoba	False
Q6DQL1	337	Solanum lycopersicum	Viridiplantae	False
Q84LB6	417	Solanum lycopersicum	Viridiplantae	False
Q949J1	192	Chlamydomonas reinhardtii	Viridiplantae	False
A0A120KVR5	1642	Trypanosoma brucei brucei	Discoba	False
A0A120KVR8	1728	Trypanosoma brucei brucei	Discoba	False
I7HD01	189	Leishmania donovani	Discoba	False
O13851	294	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O74553	326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
P82611	777	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	False
Q1PCQ8	427	Toxoplasma gondii (strain ATCC 50853 / GT1)	Sar	True
Q84P54	515	Solanum lycopersicum	Viridiplantae	False
Q9USP8	379	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q9UTQ4	244	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
P03880	488	Emericella nidulans	Fungi	False
Q10234	387	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q8WZM4	386	Candida tropicalis	Fungi	False
P14293	167	Candida boidinii	Fungi	False
O13702	450	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
P29185	577	Zea mays	Viridiplantae	False
P54898	871	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
P56471	366	Sus scrofa	Metazoa	False
Q4WLA8	433	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	False
S4TF94	527	Humulus lupulus	Viridiplantae	False
A0A3Q7HWE4	165	Solanum lycopersicum	Viridiplantae	False
O74361	356	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O94647	461	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q25417	498	Leishmania tarentolae	Discoba	False
Q8GTQ9	332	Solanum lycopersicum	Viridiplantae	False
Q8IBI5	553	Plasmodium falciparum (isolate 3D7)	Sar	False
Q9HDW8	146	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q9PTD5	335	Gallus gallus	Metazoa	False
C4R8D7	409	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	False
C4R826	204	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	False
P49428	204	Komagataella pastoris	Fungi	False
P10255	223	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
P28350	1093	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
P33447	416	Trypanosoma cruzi	Discoba	False
P20285	458	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
P26267	396	Ascaris suum	Metazoa	False
P93648	964	Zea mays	Viridiplantae	False
Q09669	422	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
A0A0B4ZTQ2	408	Humulus lupulus	Viridiplantae	False
P81178	500	Mesocricetus auratus	Metazoa	False
P82264	504	Chaenocephalus aceratus	Metazoa	False
Q42777	731	Glycine max	Viridiplantae	False
E9P974	234	Saccharomyces cerevisiae	Fungi	False
P11796	228	Nicotiana plumbaginifolia	Viridiplantae	False
P25324	289	Gallus gallus	Metazoa	False
P23955	577	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
Q09171	366	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
C6KST8	358	Plasmodium falciparum (isolate 3D7)	Sar	True
I6LAD1	384	Komagataella pastoris	Fungi	False
C4R5T1	384	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	False
C6TCZ5	232	Glycine max	Viridiplantae	False
F1P065	1046	Gallus gallus	Metazoa	False
P00007	105	Hippopotamus amphibius	Metazoa	False
P00008	105	Oryctolagus cuniculus	Metazoa	False
P00012	105	Mirounga leonina	Metazoa	False
P00017	105	Aptenodytes patagonicus	Metazoa	False
P00026	104	Cyprinus carpio	Metazoa	False
P00064	111	Allium porrum	Viridiplantae	False
P00076	102	Euglena gracilis	Discoba	False
P21665	105	Varanus varius	Metazoa	False
P62895	105	Sus scrofa	Metazoa	False
P68517	105	Crotalus adamanteus	Metazoa	False
P68519	105	Crotalus viridis viridis	Metazoa	False
P00019	105	Struthio camelus	Metazoa	False
P00021	105	Columba livia	Metazoa	False
P00025	104	Katsuwonus pelamis	Metazoa	False
P00043	110	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968)	Fungi	False
P00051	111	Cucurbita maxima	Viridiplantae	False
P00070	112	Helianthus annuus	Viridiplantae	False
P00078	114	Crithidia fasciculata	Discoba	False
P68096	105	Equus quagga burchellii	Metazoa	False
P68099	105	Camelus dromedarius	Metazoa	False
P68100	105	Eschrichtius robustus	Metazoa	False
P81280	105	Alligator mississippiensis	Metazoa	False
P99998	105	Pan troglodytes	Metazoa	False
Q10167	73	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
P00013	105	Miniopterus schreibersii	Metazoa	False
P00031	105	Macrobrachium malcolmsonii	Metazoa	False
P00046	109	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
P00068	112	Triticum aestivum	Viridiplantae	False
P00077	113	Strigomonas oncopelti	Discoba	False
P68097	105	Equus asinus	Metazoa	False
P68518	105	Crotalus atrox	Metazoa	False
Q9HE76	278	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
P00014	105	Macropus giganteus	Metazoa	False
P00020	105	Anas platyrhynchos	Metazoa	False
P00027	105	Squalus suckleyi	Metazoa	False
P00061	111	Solanum tuberosum	Viridiplantae	False
P92504	112	Ascaris suum	Metazoa	False
P00003	105	Ateles sp.	Metazoa	False
P00018	105	Dromaius novaehollandiae	Metazoa	False
P00022	105	Chelydra serpentina	Metazoa	False
P00028	105	Entosphenus tridentatus	Metazoa	False
P00047	111	Thermomyces lanuginosus	Fungi	False
P00048	108	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
P67882	105	Meleagris gallopavo	Metazoa	False
P68098	105	Lama guanicoe	Metazoa	False
A2YQD9	139	Oryza sativa subsp. indica	Viridiplantae	False
E5KBU3	354	Pinus taeda	Viridiplantae	False
G8GJ96	784	Salvia sclarea	Viridiplantae	False
K7X479	313	Solanum lycopersicum	Viridiplantae	False
O24474	627	Abies grandis	Viridiplantae	False
P09594	199	Spinacia oleracea	Viridiplantae	False
P12629	250	Spinacia oleracea	Viridiplantae	False
P16096	394	Spinacia oleracea	Viridiplantae	False
P27793	447	Capnoides sempervirens	Viridiplantae	False
P32761	218	Chlamydomonas moewusii	Viridiplantae	False
P43188	222	Zea mays	Viridiplantae	False
P46225	298	Secale cereale	Viridiplantae	False
P48329	180	Cyanophora paradoxa	Glaucocystophyceae	False
P69571	475	Pseudotsuga menziesii	Viridiplantae	False
P82024	180	Spinacia oleracea	Viridiplantae	False
P82130	183	Spinacia oleracea	Viridiplantae	False
P82137	165	Spinacia oleracea	Viridiplantae	False
P82193	220	Spinacia oleracea	Viridiplantae	False
P82194	126	Spinacia oleracea	Viridiplantae	False
P82403	211	Spinacia oleracea	Viridiplantae	False
Q39548	789	Cucurbita maxima	Viridiplantae	False
Q43503	500	Solanum lycopersicum	Viridiplantae	False
Q8GSM2	896	Hordeum vulgare	Viridiplantae	False
Q8GSM3	932	Hordeum vulgare	Viridiplantae	False
Q9LWB5	198	Spinacia oleracea	Viridiplantae	False
Q9MV14	329	Citrus sinensis	Viridiplantae	False
Q9ZTS2	144	Capsicum annuum	Viridiplantae	False
C1K5M2	303	Solanum lycopersicum	Viridiplantae	False
G8GJ94	575	Salvia sclarea	Viridiplantae	False
K7W9N9	285	Solanum lycopersicum	Viridiplantae	False
O49937	293	Spinacia oleracea	Viridiplantae	False
P00873	185	Chlamydomonas reinhardtii	Viridiplantae	False
P06508	92	Spinacia oleracea	Viridiplantae	False
P08196	412	Solanum lycopersicum	Viridiplantae	False
P0C510	477	Oryza sativa	Viridiplantae	False
P17353	135	Spinacia oleracea	Viridiplantae	False
P21357	538	Solanum tuberosum	Viridiplantae	False
P22243	396	Carthamus tinctorius	Viridiplantae	False
P27683	192	Spinacia oleracea	Viridiplantae	False
P29344	411	Spinacia oleracea	Viridiplantae	False
P34915	475	Physcomitrium patens	Viridiplantae	False
P47910	101	Spinacia oleracea	Viridiplantae	False
P82191	305	Spinacia oleracea	Viridiplantae	False
Q7XYS8	394	Artemisia spiciformis	Viridiplantae	False
Q84P52	520	Solanum lycopersicum	Viridiplantae	False
Q94IC4	257	Glycine max	Viridiplantae	False
Q9M3K7	101	Spinacia oleracea	Viridiplantae	False
Q9ST69	308	Spinacia oleracea	Viridiplantae	False
A8CEI3	443	Leucaena leucocephala	Viridiplantae	False
B4FNK8	312	Zea mays	Viridiplantae	False
E5KBU4	394	Physcomitrium patens	Viridiplantae	False
P00221	147	Spinacia oleracea	Viridiplantae	False
P02398	189	Spinacia oleracea	Viridiplantae	False
P05314	594	Spinacia oleracea	Viridiplantae	False
P07839	126	Chlamydomonas reinhardtii	Viridiplantae	False
P07854	138	Spinacia oleracea	Viridiplantae	False
P09114	664	Nicotiana tabacum	Viridiplantae	False
P09595	218	Spinacia oleracea	Viridiplantae	False
P09597	134	Spinacia oleracea	Viridiplantae	False
P22418	415	Spinacia oleracea	Viridiplantae	False
P22798	271	Spinacia oleracea	Viridiplantae	False
P24493	433	Spinacia oleracea	Viridiplantae	False
P24846	388	Triticum aestivum	Viridiplantae	False
P37229	432	Sorghum bicolor	Viridiplantae	False
P62128	123	Spinacia oleracea	Viridiplantae	False
P82129	155	Spinacia oleracea	Viridiplantae	False
P82180	196	Spinacia oleracea	Viridiplantae	False
P82190	194	Spinacia oleracea	Viridiplantae	False
P82192	258	Spinacia oleracea	Viridiplantae	False
P82245	148	Spinacia oleracea	Viridiplantae	False
P82277	260	Spinacia oleracea	Viridiplantae	False
Q43117	583	Ricinus communis	Viridiplantae	False
Q50EK2	850	Pinus taeda	Viridiplantae	False
Q93Y52	280	Chlamydomonas reinhardtii	Viridiplantae	False
Q94FY8	474	Zea mays	Viridiplantae	False
Q9SMH4	410	Chlamydomonas reinhardtii	Viridiplantae	False
B8XA40	303	Solanum habrochaites	Viridiplantae	False
B8XA41	777	Solanum habrochaites	Viridiplantae	False
I1M2G5	534	Glycine max	Viridiplantae	False
O22340	637	Abies grandis	Viridiplantae	False
P06507	100	Spinacia oleracea	Viridiplantae	False
P06509	272	Spinacia oleracea	Viridiplantae	False
P09559	402	Spinacia oleracea	Viridiplantae	False
P13788	201	Spinacia oleracea	Viridiplantae	False
P24847	377	Triticum aestivum	Viridiplantae	False
P27788	152	Zea mays	Viridiplantae	False
P31164	224	Spinacia oleracea	Viridiplantae	False
P38365	174	Spinacia oleracea	Viridiplantae	False
P82244	152	Spinacia oleracea	Viridiplantae	False
P82248	168	Spinacia oleracea	Viridiplantae	False
P82278	208	Spinacia oleracea	Viridiplantae	False
Q43578	500	Nicotiana tabacum	Viridiplantae	False
Q5F4K8	492	Pinus pinaster	Viridiplantae	False
Q9LE95	352	Spinacia oleracea	Viridiplantae	False
Q9M424	498	Solanum tuberosum	Viridiplantae	False
Q07053	128	Crithidia fasciculata	Discoba	False
A0A7G5KLV0	590	Cananga odorata	Viridiplantae	False
B6TTV8	498	Zea mays	Viridiplantae	False
O24475	628	Abies grandis	Viridiplantae	False
O80429	140	Zea mays	Viridiplantae	False
O96155	249	Plasmodium falciparum (isolate 3D7)	Sar	False
P09911	149	Pisum sativum	Viridiplantae	False
P19975	253	Pisum sativum	Viridiplantae	False
P23902	462	Hordeum vulgare	Viridiplantae	False
P24613	256	Spinacia oleracea	Viridiplantae	False
P27684	142	Spinacia oleracea	Viridiplantae	False
P82139	232	Spinacia oleracea	Viridiplantae	False
P82163	172	Spinacia oleracea	Viridiplantae	False
P82413	233	Spinacia oleracea	Viridiplantae	False
Q31795	475	Anthoceros angustus	Viridiplantae	False
Q42843	527	Hordeum vulgare	Viridiplantae	False
Q42967	391	Nicotiana tabacum	Viridiplantae	False
Q947C4	873	Ginkgo biloba	Viridiplantae	False
R4X244	374	Tulipa gesneriana	Viridiplantae	False
S8EXU2	1130	Toxoplasma gondii (strain ATCC 50611 / Me49)	Sar	False
P24118	462	Tetrahymena thermophila	Sar	False
G8B839	266	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	Fungi	False
A0A7J6K629	547	Toxoplasma gondii	Sar	True
A9YDN6	702	Pyricularia oryzae	Fungi	False
D5LXJ0	691	Lotus japonicus	Viridiplantae	False
G4MWZ7	702	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	False
L0PQS5	575	Botryotinia fuckeliana (strain B05.10)	Fungi	False
O13834	3227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O13915	265	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O14253	780	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O43044	1136	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O43065	1953	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O74964	803	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O93400	375	Xenopus laevis	Metazoa	False
P0CY10	126	Saccharomyces cerevisiae	Fungi	False
P16236	598	Gallus gallus	Metazoa	False
P17926	439	Gallus gallus	Metazoa	False
P37382	297	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
P41838	352	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q01371	1167	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	False
Q09330	199	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q09715	614	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q10362	859	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q45FA5	426	Physarum polycephalum	Amoebozoa	False
Q5EAW4	860	Xenopus laevis	Metazoa	False
Q5KKP4	640	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565)	Fungi	False
Q8IIS5	643	Plasmodium falciparum (isolate 3D7)	Sar	False
Q92021	609	Xenopus laevis	Metazoa	False
Q92361	264	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q9LEB4	409	Nicotiana plumbaginifolia	Viridiplantae	False
Q9UTT2	1206	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
S0DQI7	316	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	False
A0A2R6QE26	689	Actinidia chinensis var. chinensis	Viridiplantae	False
A2YH60	419	Oryza sativa subsp. indica	Viridiplantae	False
B6H3B2	561	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	False
B8ARK7	483	Oryza sativa subsp. indica	Viridiplantae	False
O13769	638	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O14161	293	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O18473	576	Heliothis virescens	Metazoa	False
O43071	558	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O74388	301	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O74443	272	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O74458	1006	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O74796	264	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O94248	4717	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
P01103	641	Gallus gallus	Metazoa	False
P17923	522	Gallus gallus	Metazoa	False
P37232	474	Xenopus laevis	Metazoa	False
P43449	395	Gallus gallus	Metazoa	False
P69149	136	Tetrahymena pyriformis	Sar	False
P86937	839	Trypanosoma brucei brucei	Discoba	False
P87152	992	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q03413	498	Xenopus laevis	Metazoa	False
Q09761	699	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q10067	690	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q10332	830	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q32SG6	964	Zea mays	Viridiplantae	False
Q6DE18	152	Xenopus laevis	Metazoa	False
Q6Q4H1	385	Hydra vulgaris	Metazoa	False
Q8QFR2	1013	Xenopus laevis	Metazoa	False
Q92374	104	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q9LKX9	867	Zea mays	Viridiplantae	False
Q9P3W1	434	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q9USQ1	960	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q9USX8	239	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q9UT46	508	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
Q9XH37	277	Oryza sativa subsp. indica	Viridiplantae	False
Q9Y808	1063	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
A0A7J6KE60	652	Toxoplasma gondii	Sar	True
A7Y7W2	389	Gallus gallus	Metazoa	False
O14291	313	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O14362	504	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O42666	243	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O43013	533	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O60171	215	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
O94522	390	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
